られや	動詞,接尾,*,*,一段,未然形・や挿入,られる,ラレヤ,ラレヤ
つきのけや	動詞,自立,*,*,一段,未然形・や挿入,つきのける,ツキノケヤ,ツキノケヤ
整えや	動詞,自立,*,*,一段,未然形・や挿入,整える,トトノエヤ,トトノエヤ
食み出でや	動詞,自立,*,*,一段,未然形・や挿入,食み出でる,ハミデヤ,ハミデヤ
進ぜや	動詞,自立,*,*,一段,未然形・や挿入,進ぜる,シンゼヤ,シンゼヤ
かなぐりすてや	動詞,自立,*,*,一段,未然形・や挿入,かなぐりすてる,カナグリステヤ,カナグリステヤ
かみ締めや	動詞,自立,*,*,一段,未然形・や挿入,かみ締める,カミシメヤ,カミシメヤ
離れや	動詞,自立,*,*,一段,未然形・や挿入,離れる,ハナレヤ,ハナレヤ
白茶けや	動詞,自立,*,*,一段,未然形・や挿入,白茶ける,シラチャケヤ,シラチャケヤ
はちきれや	動詞,自立,*,*,一段,未然形・や挿入,はちきれる,ハチキレヤ,ハチキレヤ
ひわれや	動詞,自立,*,*,一段,未然形・や挿入,ひわれる,ヒワレヤ,ヒワレヤ
押さえつけや	動詞,自立,*,*,一段,未然形・や挿入,押さえつける,オサエツケヤ,オサエツケヤ
連ねや	動詞,自立,*,*,一段,未然形・や挿入,連ねる,ツラネヤ,ツラネヤ
生き延びや	動詞,自立,*,*,一段,未然形・や挿入,生き延びる,イキノビヤ,イキノビヤ
言いくるめや	動詞,自立,*,*,一段,未然形・や挿入,言いくるめる,イイクルメ,イークルメヤ
競り合えや	動詞,自立,*,*,一段,未然形・や挿入,競り合える,セリアエヤ,セリアエヤ
泣ぬれや	動詞,自立,*,*,一段,未然形・や挿入,泣ぬれる,ナキヌレヤ,ナキヌレヤ
みまもれや	動詞,自立,*,*,一段,未然形・や挿入,みまもれる,ミマモレヤ,ミマモレヤ
撓めや	動詞,自立,*,*,一段,未然形・や挿入,撓める,イタメヤ,イタメヤ
撓めや	動詞,自立,*,*,一段,未然形・や挿入,撓める,タワメヤ,タワメヤ
つがえや	動詞,自立,*,*,一段,未然形・や挿入,つがえる,ツガエヤ,ツガエヤ
側めや	動詞,自立,*,*,一段,未然形・や挿入,側める,ソバメヤ,ソバメヤ
探れや	動詞,自立,*,*,一段,未然形・や挿入,探れる,サグレヤ,サグレヤ
うりまくれや	動詞,自立,*,*,一段,未然形・や挿入,うりまくれる,ウリマクレヤ,ウリマクレヤ
よびとめや	動詞,自立,*,*,一段,未然形・や挿入,よびとめる,ヨビトメヤ,ヨビトメヤ
あり合せや	動詞,自立,*,*,一段,未然形・や挿入,あり合せる,アリアワセヤ,アリアワセヤ
競り上げや	動詞,自立,*,*,一段,未然形・や挿入,競り上げる,セリアゲヤ,セリアゲヤ
推し進めや	動詞,自立,*,*,一段,未然形・や挿入,推し進める,オシススメヤ,オシススメヤ
もりあわせや	動詞,自立,*,*,一段,未然形・や挿入,もりあわせる,モリアワセヤ,モリアワセヤ
やっつけや	動詞,自立,*,*,一段,未然形・や挿入,やっつける,ヤッツケヤ,ヤッツケヤ
言い逃れや	動詞,自立,*,*,一段,未然形・や挿入,言い逃れる,イイノガレ,イーノガレヤ
とびだせや	動詞,自立,*,*,一段,未然形・や挿入,とびだせる,トビダセヤ,トビダセヤ
いじけや	動詞,自立,*,*,一段,未然形・や挿入,いじける,イジケヤ,イジケヤ
もたげや	動詞,自立,*,*,一段,未然形・や挿入,もたげる,モタゲヤ,モタゲヤ
苦しめや	動詞,自立,*,*,一段,未然形・や挿入,苦しめる,クルシメヤ,クルシメヤ
打出せや	動詞,自立,*,*,一段,未然形・や挿入,打出せる,ウチダセヤ,ウチダセヤ
窪めや	動詞,自立,*,*,一段,未然形・や挿入,窪める,クボメヤ,クボメヤ
すぎや	動詞,非自立,*,*,一段,未然形・や挿入,すぎる,スギヤ,スギヤ
転がせや	動詞,自立,*,*,一段,未然形・や挿入,転がせる,コロガセヤ,コロガセヤ
着飾れや	動詞,自立,*,*,一段,未然形・や挿入,着飾れる,キカザレヤ,キカザレヤ
書き分けや	動詞,自立,*,*,一段,未然形・や挿入,書き分ける,カキワケヤ,カキワケヤ
笑み割れや	動詞,自立,*,*,一段,未然形・や挿入,笑み割れる,エミワレヤ,エミワレヤ
とりはからえや	動詞,自立,*,*,一段,未然形・や挿入,とりはからえる,トリハカラエヤ,トリハカラエヤ
茹でや	動詞,自立,*,*,一段,未然形・や挿入,茹でる,ユデヤ,ユデヤ
取り戻せや	動詞,自立,*,*,一段,未然形・や挿入,取り戻せる,トリモドセヤ,トリモドセヤ
せんじや	動詞,自立,*,*,一段,未然形・や挿入,せんじる,センジヤ,センジヤ
祈れや	動詞,自立,*,*,一段,未然形・や挿入,祈れる,イノレヤ,イノレヤ
命じや	動詞,自立,*,*,一段,未然形・や挿入,命じる,メイジヤ,メイジヤ
爛れや	動詞,自立,*,*,一段,未然形・や挿入,爛れる,タダレヤ,タダレヤ
見兼ねや	動詞,自立,*,*,一段,未然形・や挿入,見兼ねる,ミカネヤ,ミカネヤ
おりあげや	動詞,自立,*,*,一段,未然形・や挿入,おりあげる,オリアゲヤ,オリアゲヤ
やりかえせや	動詞,自立,*,*,一段,未然形・や挿入,やりかえせる,ヤリカエセヤ,ヤリカエセヤ
かみわけや	動詞,自立,*,*,一段,未然形・や挿入,かみわける,カミワケヤ,カミワケヤ
見かけや	動詞,自立,*,*,一段,未然形・や挿入,見かける,ミカケヤ,ミカケヤ
おおわれや	動詞,自立,*,*,一段,未然形・や挿入,おおわれる,オオワレヤ,オオワレヤ
たたき起こせや	動詞,自立,*,*,一段,未然形・や挿入,たたき起こせる,タタキオコセヤ,タタキオコセヤ
くみ出せや	動詞,自立,*,*,一段,未然形・や挿入,くみ出せる,クミダセヤ,クミダセヤ
づけや	動詞,自立,*,*,一段,未然形・や挿入,づける,ヅケヤ,ヅケヤ
もたせ掛けや	動詞,自立,*,*,一段,未然形・や挿入,もたせ掛ける,モタセカケヤ,モタセカケヤ
遣り込めや	動詞,自立,*,*,一段,未然形・や挿入,遣り込める,ヤリコメヤ,ヤリコメヤ
噛めや	動詞,自立,*,*,一段,未然形・や挿入,噛める,カメヤ,カメヤ
飾り立てや	動詞,自立,*,*,一段,未然形・や挿入,飾り立てる,カザリタテヤ,カザリタテヤ
古びや	動詞,自立,*,*,一段,未然形・や挿入,古びる,フルビヤ,フルビヤ
とび出や	動詞,自立,*,*,一段,未然形・や挿入,とび出る,トビデヤ,トビデヤ
感じや	動詞,自立,*,*,一段,未然形・や挿入,感じる,カンジヤ,カンジヤ
奬めや	動詞,自立,*,*,一段,未然形・や挿入,奬める,ススメヤ,ススメヤ
つれもどせや	動詞,自立,*,*,一段,未然形・や挿入,つれもどせる,ツレモドセヤ,ツレモドセヤ
握れや	動詞,自立,*,*,一段,未然形・や挿入,握れる,ニギレヤ,ニギレヤ
えり分けや	動詞,自立,*,*,一段,未然形・や挿入,えり分ける,エリワケヤ,エリワケヤ
焚き染めや	動詞,自立,*,*,一段,未然形・や挿入,焚き染める,タキシメヤ,タキシメヤ
あまんじや	動詞,自立,*,*,一段,未然形・や挿入,あまんじる,アマンジヤ,アマンジヤ
振替えや	動詞,自立,*,*,一段,未然形・や挿入,振替える,フリカエヤ,フリカエヤ
産みつけや	動詞,自立,*,*,一段,未然形・や挿入,産みつける,ウミツケヤ,ウミツケヤ
植え込めや	動詞,自立,*,*,一段,未然形・や挿入,植え込める,ウエコメヤ,ウエコメヤ
沸き起これや	動詞,自立,*,*,一段,未然形・や挿入,沸き起これる,ワキオコレヤ,ワキオコレヤ
目覚めや	動詞,自立,*,*,一段,未然形・や挿入,目覚める,メザメヤ,メザメヤ
委せや	動詞,自立,*,*,一段,未然形・や挿入,委せる,マカセヤ,マカセヤ
住み慣れや	動詞,自立,*,*,一段,未然形・や挿入,住み慣れる,スミナレヤ,スミナレヤ
みちがえや	動詞,自立,*,*,一段,未然形・や挿入,みちがえる,ミチガエヤ,ミチガエヤ
持ち合わせや	動詞,自立,*,*,一段,未然形・や挿入,持ち合わせる,モチアワセヤ,モチアワセヤ
極めや	動詞,自立,*,*,一段,未然形・や挿入,極める,キワメヤ,キワメヤ
ねせや	動詞,自立,*,*,一段,未然形・や挿入,ねせる,ネセヤ,ネセヤ
つづめや	動詞,自立,*,*,一段,未然形・や挿入,つづめる,ツヅメヤ,ツヅメヤ
綴れや	動詞,自立,*,*,一段,未然形・や挿入,綴れる,ツヅレヤ,ツヅレヤ
かねや	動詞,自立,*,*,一段,未然形・や挿入,かねる,カネヤ,カネヤ
開き直れや	動詞,自立,*,*,一段,未然形・や挿入,開き直れる,ヒラキナオレヤ,ヒラキナオレヤ
取りそろえや	動詞,自立,*,*,一段,未然形・や挿入,取りそろえる,トリソロエヤ,トリソロエヤ
割り戻せや	動詞,自立,*,*,一段,未然形・や挿入,割り戻せる,ワリモドセヤ,ワリモドセヤ
にげうせや	動詞,自立,*,*,一段,未然形・や挿入,にげうせる,ニゲウセヤ,ニゲウセヤ
しつけや	動詞,自立,*,*,一段,未然形・や挿入,しつける,シツケヤ,シツケヤ
すりまぜや	動詞,自立,*,*,一段,未然形・や挿入,すりまぜる,スリマゼヤ,スリマゼヤ
匂わせや	動詞,自立,*,*,一段,未然形・や挿入,匂わせる,ニオワセヤ,ニオワセヤ
ひきつづけや	動詞,自立,*,*,一段,未然形・や挿入,ひきつづける,ヒキツヅケヤ,ヒキツヅケヤ
割りあてや	動詞,自立,*,*,一段,未然形・や挿入,割りあてる,ワリアテヤ,ワリアテヤ
みおろせや	動詞,自立,*,*,一段,未然形・や挿入,みおろせる,ミオロセヤ,ミオロセヤ
切付けや	動詞,自立,*,*,一段,未然形・や挿入,切付ける,キリツケヤ,キリツケヤ
目慣れや	動詞,自立,*,*,一段,未然形・や挿入,目慣れる,メナレヤ,メナレヤ
はたらきかけや	動詞,自立,*,*,一段,未然形・や挿入,はたらきかける,ハタラキカケヤ,ハタラキカケヤ
ちかづけや	動詞,自立,*,*,一段,未然形・や挿入,ちかづける,チカヅケヤ,チカヅケヤ
芽生えや	動詞,自立,*,*,一段,未然形・や挿入,芽生える,メバエヤ,メバエヤ
侮れや	動詞,自立,*,*,一段,未然形・や挿入,侮れる,アナドレヤ,アナドレヤ
取り去れや	動詞,自立,*,*,一段,未然形・や挿入,取り去れる,トリサレヤ,トリサレヤ
任じや	動詞,自立,*,*,一段,未然形・や挿入,任じる,ニンジヤ,ニンジヤ
ちからつきや	動詞,自立,*,*,一段,未然形・や挿入,ちからつきる,チカラツキヤ,チカラツキヤ
かちこせや	動詞,自立,*,*,一段,未然形・や挿入,かちこせる,カチコセヤ,カチコセヤ
咲き乱れや	動詞,自立,*,*,一段,未然形・や挿入,咲き乱れる,サキミダレヤ,サキミダレヤ
ねんじや	動詞,自立,*,*,一段,未然形・や挿入,ねんじる,ネンジヤ,ネンジヤ
留めや	動詞,自立,*,*,一段,未然形・や挿入,留める,トメヤ,トメヤ
留めや	動詞,自立,*,*,一段,未然形・や挿入,留める,トドメヤ,トドメヤ
打ちよせや	動詞,自立,*,*,一段,未然形・や挿入,打ちよせる,ウチヨセヤ,ウチヨセヤ
つっこめや	動詞,自立,*,*,一段,未然形・や挿入,つっこめる,ツッコメヤ,ツッコメヤ
已めや	動詞,自立,*,*,一段,未然形・や挿入,已める,ヤメヤ,ヤメヤ
ききかえせや	動詞,自立,*,*,一段,未然形・や挿入,ききかえせる,キキカエセヤ,キキカエセヤ
引き立てや	動詞,自立,*,*,一段,未然形・や挿入,引き立てる,ヒキタテヤ,ヒキタテヤ
取上げや	動詞,自立,*,*,一段,未然形・や挿入,取上げる,トリアゲヤ,トリアゲヤ
きりとれや	動詞,自立,*,*,一段,未然形・や挿入,きりとれる,キリトレヤ,キリトレヤ
忍び込めや	動詞,自立,*,*,一段,未然形・や挿入,忍び込める,シノビコメヤ,シノビコメヤ
突き止めや	動詞,自立,*,*,一段,未然形・や挿入,突き止める,ツキトメヤ,ツキトメヤ
ねぼけや	動詞,自立,*,*,一段,未然形・や挿入,ねぼける,ネボケヤ,ネボケヤ
酔いしれや	動詞,自立,*,*,一段,未然形・や挿入,酔いしれる,ヨイシレヤ,ヨイシレヤ
いいきかせや	動詞,自立,*,*,一段,未然形・や挿入,いいきかせる,イイキカセ,イーキカセヤ
隔てや	動詞,自立,*,*,一段,未然形・や挿入,隔てる,ヘダテヤ,ヘダテヤ
かざりたてや	動詞,自立,*,*,一段,未然形・や挿入,かざりたてる,カザリタテヤ,カザリタテヤ
はぎとれや	動詞,自立,*,*,一段,未然形・や挿入,はぎとれる,ハギトレヤ,ハギトレヤ
組替えや	動詞,自立,*,*,一段,未然形・や挿入,組替える,クミカエヤ,クミカエヤ
ゆらせや	動詞,自立,*,*,一段,未然形・や挿入,ゆらせる,ユラセヤ,ユラセヤ
歩けや	動詞,自立,*,*,一段,未然形・や挿入,歩ける,アルケヤ,アルケヤ
踏めや	動詞,自立,*,*,一段,未然形・や挿入,踏める,フメヤ,フメヤ
踏み越えや	動詞,自立,*,*,一段,未然形・や挿入,踏み越える,フミコエヤ,フミコエヤ
語りこめや	動詞,自立,*,*,一段,未然形・や挿入,語りこめる,カタリコメヤ,カタリコメヤ
ぬきとれや	動詞,自立,*,*,一段,未然形・や挿入,ぬきとれる,ヌキトレヤ,ヌキトレヤ
つけ加えや	動詞,自立,*,*,一段,未然形・や挿入,つけ加える,ツケクワエヤ,ツケクワエヤ
しょたいじみや	動詞,自立,*,*,一段,未然形・や挿入,しょたいじみる,ショタイジミヤ,ショタイジミヤ
焦がれや	動詞,自立,*,*,一段,未然形・や挿入,焦がれる,コガレヤ,コガレヤ
入れ揚げや	動詞,自立,*,*,一段,未然形・や挿入,入れ揚げる,イレアゲヤ,イレアゲヤ
舐めや	動詞,自立,*,*,一段,未然形・や挿入,舐める,ナメヤ,ナメヤ
さばけや	動詞,自立,*,*,一段,未然形・や挿入,さばける,サバケヤ,サバケヤ
まきおこせや	動詞,自立,*,*,一段,未然形・や挿入,まきおこせる,マキオコセヤ,マキオコセヤ
はげおちや	動詞,自立,*,*,一段,未然形・や挿入,はげおちる,ハゲオチヤ,ハゲオチヤ
よめや	動詞,自立,*,*,一段,未然形・や挿入,よめる,ヨメヤ,ヨメヤ
かきぬけや	動詞,自立,*,*,一段,未然形・や挿入,かきぬける,カキヌケヤ,カキヌケヤ
打ち捨てや	動詞,自立,*,*,一段,未然形・や挿入,打ち捨てる,ウチステヤ,ウチステヤ
みやぶれや	動詞,自立,*,*,一段,未然形・や挿入,みやぶれる,ミヤブレヤ,ミヤブレヤ
受入れや	動詞,自立,*,*,一段,未然形・や挿入,受入れる,ウケイレヤ,ウケイレヤ
はなしあえや	動詞,自立,*,*,一段,未然形・や挿入,はなしあえる,ハナシアエヤ,ハナシアエヤ
見極めや	動詞,自立,*,*,一段,未然形・や挿入,見極める,ミキワメヤ,ミキワメヤ
擦りむけや	動詞,自立,*,*,一段,未然形・や挿入,擦りむける,スリムケヤ,スリムケヤ
脱捨てや	動詞,自立,*,*,一段,未然形・や挿入,脱捨てる,ヌギステヤ,ヌギステヤ
訃げや	動詞,自立,*,*,一段,未然形・や挿入,訃げる,ツゲヤ,ツゲヤ
しずれや	動詞,自立,*,*,一段,未然形・や挿入,しずれる,シズレヤ,シズレヤ
途絶えや	動詞,自立,*,*,一段,未然形・や挿入,途絶える,トダエヤ,トダエヤ
熔けや	動詞,自立,*,*,一段,未然形・や挿入,熔ける,トケヤ,トケヤ
かんがみや	動詞,自立,*,*,一段,未然形・や挿入,かんがみる,カンガミヤ,カンガミヤ
かけへだてや	動詞,自立,*,*,一段,未然形・や挿入,かけへだてる,カケヘダテヤ,カケヘダテヤ
あかちゃけや	動詞,自立,*,*,一段,未然形・や挿入,あかちゃける,アカチャケヤ,アカチャケヤ
来あわせや	動詞,自立,*,*,一段,未然形・や挿入,来あわせる,キアワセヤ,キアワセヤ
叱りつけや	動詞,自立,*,*,一段,未然形・や挿入,叱りつける,シカリツケヤ,シカリツケヤ
