引き込み	動詞,自立,*,*,五段・マ行,命令k,引き込む,ヒキコミ,ヒキコミ
走らし	動詞,自立,*,*,五段・サ行,命令k,走らす,ハシラシ,ハシラシ
かき	動詞,自立,*,*,五段・カ行イ音便,命令k,かく,カキ,カキ
誇り	動詞,自立,*,*,五段・ラ行,命令k,誇る,ホコリ,ホコリ
交し	動詞,自立,*,*,五段・サ行,命令k,交す,カワシ,カワシ
飽き	動詞,自立,*,*,五段・カ行イ音便,命令k,飽く,アキ,アキ
戻り	動詞,自立,*,*,五段・ラ行,命令k,戻る,モドリ,モドリ
飲め	動詞,自立,*,*,一段,命令k,飲める,ノメ,ノメ
写し	動詞,自立,*,*,五段・サ行,命令k,写す,ウツシ,ウツシ
覚し	動詞,自立,*,*,五段・サ行,命令k,覚す,サマシ,サマシ
題し	動詞,自立,*,*,五段・サ行,命令k,題す,ダイシ,ダイシ
残り	動詞,自立,*,*,五段・ラ行,命令k,残る,ノコリ,ノコリ
のばし	動詞,自立,*,*,五段・サ行,命令k,のばす,ノバシ,ノバシ
みこみ	動詞,自立,*,*,五段・マ行,命令k,みこむ,ミコミ,ミコミ
唱え	動詞,自立,*,*,一段,命令k,唱える,トナエ,トナエ
見上げ	動詞,自立,*,*,下二・ガ行,命令k,見上ぐ,ミアゲ,ミアゲ
とおり	動詞,自立,*,*,五段・ラ行,命令k,とおる,トオリ,トーリ
散り	動詞,自立,*,*,五段・ラ行,命令k,散る,チリ,チリ
ひっくり返り	動詞,自立,*,*,五段・ラ行,命令k,ひっくり返る,ヒックリカエリ,ヒックリカエリ
てなれ	動詞,自立,*,*,一段,命令k,てなれる,テナレ,テナレ
溢れ	動詞,自立,*,*,一段,命令k,溢れる,アフレ,アフレ
溢れ	動詞,自立,*,*,一段,命令k,溢れる,コボレ,コボレ
禿げ	動詞,自立,*,*,一段,命令k,禿げる,ハゲ,ハゲ
居り	動詞,自立,*,*,五段・ラ行,命令k,居る,オリ,オリ
払い	動詞,自立,*,*,五段・ワ行促音便,命令k,払う,ハライ,ハライ
行き	動詞,非自立,*,*,五段・カ行促音便,命令k,行く,イキ,イキ
もだし	動詞,自立,*,*,五段・サ行,命令k,もだす,モダシ,モダシ
飛び込み	動詞,自立,*,*,五段・マ行,命令k,飛び込む,トビコミ,トビコミ
煮つけ	動詞,自立,*,*,一段,命令k,煮つける,ニツケ,ニツケ
競い	動詞,自立,*,*,五段・ワ行促音便,命令k,競う,キソイ,キソイ
狙い	動詞,自立,*,*,五段・ワ行促音便,命令k,狙う,ネライ,ネライ
捕れ	動詞,自立,*,*,一段,命令k,捕れる,トレ,トレ
突き当り	動詞,自立,*,*,五段・ラ行,命令k,突き当る,ツキアタリ,ツキアタリ
務め	動詞,自立,*,*,一段,命令k,務める,ツトメ,ツトメ
ひったくり	動詞,自立,*,*,五段・ラ行,命令k,ひったくる,ヒッタクリ,ヒッタクリ
致し	動詞,自立,*,*,五段・サ行,命令k,致す,イタシ,イタシ
掻き立て	動詞,自立,*,*,一段,命令k,掻き立てる,カキタテ,カキタテ
老け	動詞,自立,*,*,一段,命令k,老ける,フケ,フケ
甘やかし	動詞,自立,*,*,五段・サ行,命令k,甘やかす,アマヤカシ,アマヤカシ
はなれ	動詞,自立,*,*,一段,命令k,はなれる,ハナレ,ハナレ
戒め	動詞,自立,*,*,一段,命令k,戒める,イマシメ,イマシメ
考え直し	動詞,自立,*,*,五段・サ行,命令k,考え直す,カンガエナオシ,カンガエナオシ
おくれ	動詞,自立,*,*,一段,命令k,おくれる,オクレ,オクレ
はなし	動詞,自立,*,*,五段・サ行,命令k,はなす,ハナシ,ハナシ
くらわし	動詞,自立,*,*,五段・サ行,命令k,くらわす,クラワシ,クラワシ
しゃべり	動詞,自立,*,*,五段・ラ行,命令k,しゃべる,シャベリ,シャベリ
暮らせ	動詞,自立,*,*,一段,命令k,暮らせる,クラセ,クラセ
むしり	動詞,自立,*,*,五段・ラ行,命令k,むしる,ムシリ,ムシリ
もらえ	動詞,自立,*,*,一段,命令k,もらえる,モラエ,モラエ
休み	動詞,自立,*,*,五段・マ行,命令k,休む,ヤスミ,ヤスミ
打て	動詞,自立,*,*,一段,命令k,打てる,ウテ,ウテ
買い替え	動詞,自立,*,*,一段,命令k,買い替える,カイカエ,カイカエ
刈り	動詞,自立,*,*,五段・ラ行,命令k,刈る,カリ,カリ
走り出	動詞,自立,*,*,一段,命令k,走り出る,ハシリデ,ハシリデ
来たし	動詞,自立,*,*,五段・サ行,命令k,来たす,キタシ,キタシ
目がけ	動詞,自立,*,*,一段,命令k,目がける,メガケ,メガケ
おわり	動詞,自立,*,*,五段・ラ行,命令k,おわる,オワリ,オワリ
凍て	動詞,自立,*,*,一段,命令k,凍てる,イテ,イテ
生し	動詞,自立,*,*,五段・サ行,命令k,生す,ナシ,ナシ
育て	動詞,自立,*,*,一段,命令k,育てる,ソダテ,ソダテ
えみ	動詞,自立,*,*,五段・マ行,命令k,えむ,エミ,エミ
配り	動詞,自立,*,*,五段・ラ行,命令k,配る,クバリ,クバリ
焦げ	動詞,自立,*,*,一段,命令k,焦げる,コゲ,コゲ
隠れ	動詞,自立,*,*,一段,命令k,隠れる,カクレ,カクレ
暴れ	動詞,自立,*,*,一段,命令k,暴れる,アバレ,アバレ
指し	動詞,自立,*,*,五段・サ行,命令k,指す,サシ,サシ
変え	動詞,自立,*,*,一段,命令k,変える,カエ,カエ
表せ	動詞,自立,*,*,一段,命令k,表せる,アラワセ,アラワセ
いとい	動詞,自立,*,*,五段・ワ行促音便,命令k,いとう,イトイ,イトイ
かこえ	動詞,自立,*,*,一段,命令k,かこえる,カコエ,カコエ
たたかい	動詞,自立,*,*,五段・ワ行促音便,命令k,たたかう,タタカイ,タタカイ
帰り	動詞,自立,*,*,五段・ラ行,命令k,帰る,カエリ,カエリ
うまれ	動詞,自立,*,*,一段,命令k,うまれる,ウマレ,ウマレ
重ね	動詞,自立,*,*,一段,命令k,重ねる,カサネ,カサネ
いこい	動詞,自立,*,*,五段・ワ行促音便,命令k,いこう,イコイ,イコイ
肥え	動詞,自立,*,*,一段,命令k,肥える,コエ,コエ
捨て	動詞,自立,*,*,一段,命令k,捨てる,ステ,ステ
さけ	動詞,自立,*,*,一段,命令k,さける,サケ,サケ
遊び	動詞,自立,*,*,五段・バ行,命令k,遊ぶ,アソビ,アソビ
書け	動詞,自立,*,*,一段,命令k,書ける,カケ,カケ
にんじ	動詞,自立,*,*,一段,命令k,にんじる,ニンジ,ニンジ
でき	動詞,非自立,*,*,一段,命令k,できる,デキ,デキ
間違い	動詞,自立,*,*,五段・ワ行促音便,命令k,間違う,マチガイ,マチガイ
結び	動詞,自立,*,*,五段・バ行,命令k,結ぶ,ムスビ,ムスビ
続き	動詞,非自立,*,*,五段・カ行イ音便,命令k,続く,ツヅキ,ツズキ
蒔き	動詞,自立,*,*,五段・カ行イ音便,命令k,蒔く,マキ,マキ
くずれ	動詞,自立,*,*,一段,命令k,くずれる,クズレ,クズレ
預け	動詞,自立,*,*,一段,命令k,預ける,アヅケ,アズケ
縛り	動詞,自立,*,*,五段・ラ行,命令k,縛る,シバリ,シバリ
つぎ	動詞,自立,*,*,五段・ガ行,命令k,つぐ,ツギ,ツギ
のぞみ	動詞,自立,*,*,五段・マ行,命令k,のぞむ,ノゾミ,ノゾミ
揚げ	動詞,自立,*,*,一段,命令k,揚げる,アゲ,アゲ
続け	動詞,自立,*,*,一段,命令k,続ける,ツヅケ,ツズケ
習え	動詞,自立,*,*,一段,命令k,習える,ナラエ,ナラエ
かしげ	動詞,自立,*,*,一段,命令k,かしげる,カシゲ,カシゲ
はり	動詞,自立,*,*,五段・ラ行,命令k,はる,ハリ,ハリ
がり	動詞,接尾,*,*,五段・ラ行,命令k,がる,ガリ,ガリ
組合せ	動詞,自立,*,*,一段,命令k,組合せる,クミアワセ,クミアワセ
減じ	動詞,自立,*,*,一段,命令k,減じる,ゲンジ,ゲンジ
かぎり	動詞,自立,*,*,五段・ラ行,命令k,かぎる,カギリ,カギリ
散らかし	動詞,自立,*,*,五段・サ行,命令k,散らかす,チラカシ,チラカシ
生み	動詞,自立,*,*,五段・マ行,命令k,生む,ウミ,ウミ
外し	動詞,自立,*,*,五段・サ行,命令k,外す,ハズシ,ハズシ
替わり	動詞,自立,*,*,五段・ラ行,命令k,替わる,カワリ,カワリ
見習い	動詞,自立,*,*,五段・ワ行促音便,命令k,見習う,ミナライ,ミナライ
盗り	動詞,自立,*,*,五段・ラ行,命令k,盗る,トリ,トリ
いいだし	動詞,自立,*,*,五段・サ行,命令k,いいだす,イイダシ,イーダシ
浮かれ	動詞,自立,*,*,一段,命令k,浮かれる,ウカレ,ウカレ
請け	動詞,自立,*,*,一段,命令k,請ける,ウケ,ウケ
飛べ	動詞,自立,*,*,一段,命令k,飛べる,トベ,トベ
無くなり	動詞,自立,*,*,五段・ラ行,命令k,無くなる,ナクナリ,ナクナリ
惚れ	動詞,自立,*,*,一段,命令k,惚れる,ホレ,ホレ
びびり	動詞,自立,*,*,五段・ラ行,命令k,びびる,ビビリ,ビビリ
あふれ	動詞,自立,*,*,一段,命令k,あふれる,アフレ,アフレ
たちあい	動詞,自立,*,*,五段・ワ行促音便,命令k,たちあう,タチアイ,タチアイ
就け	動詞,自立,*,*,一段,命令k,就ける,ツケ,ツケ
魅せ	動詞,自立,*,*,一段,命令k,魅せる,ミセ,ミセ
こげ	動詞,自立,*,*,一段,命令k,こげる,コゲ,コゲ
受付け	動詞,自立,*,*,一段,命令k,受付ける,ウケツケ,ウケツケ
まぎり	動詞,自立,*,*,五段・ラ行,命令k,まぎる,マギリ,マギリ
乗り越え	動詞,自立,*,*,一段,命令k,乗り越える,ノリコエ,ノリコエ
響き	動詞,自立,*,*,五段・カ行イ音便,命令k,響く,ヒビキ,ヒビキ
呑み	動詞,自立,*,*,五段・マ行,命令k,呑む,ノミ,ノミ
しだし	動詞,自立,*,*,五段・サ行,命令k,しだす,シダシ,シダシ
貰え	動詞,自立,*,*,一段,命令k,貰える,モラエ,モラエ
下り	動詞,自立,*,*,一段,命令k,下りる,オリ,オリ
助け	動詞,自立,*,*,下二・カ行,命令k,助く,タスケ,タスケ
あげ	動詞,非自立,*,*,一段,命令k,あげる,アゲ,アゲ
おり	動詞,自立,*,*,一段,命令k,おりる,オリ,オリ
つみ	動詞,自立,*,*,五段・マ行,命令k,つむ,ツミ,ツミ
からび	動詞,自立,*,*,一段,命令k,からびる,カラビ,カラビ
切れ	動詞,自立,*,*,一段,命令k,切れる,キレ,キレ
努め	動詞,自立,*,*,一段,命令k,努める,ツトメ,ツトメ
向き	動詞,自立,*,*,五段・カ行イ音便,命令k,向く,ムキ,ムキ
足り	動詞,自立,*,*,一段,命令k,足りる,タリ,タリ
歌わし	動詞,自立,*,*,五段・サ行,命令k,歌わす,ウタワシ,ウタワシ
覚まし	動詞,自立,*,*,五段・サ行,命令k,覚ます,サマシ,サマシ
植え込み	動詞,自立,*,*,五段・マ行,命令k,植え込む,ウエコミ,ウエコミ
はさみ	動詞,自立,*,*,五段・マ行,命令k,はさむ,ハサミ,ハサミ
添い遂げ	動詞,自立,*,*,一段,命令k,添い遂げる,ソイトゲ,ソイトゲ
能い	動詞,自立,*,*,五段・ワ行促音便,命令k,能う,アタイ,アタイ
示し	動詞,自立,*,*,五段・サ行,命令k,示す,シメシ,シメシ
へばり	動詞,自立,*,*,五段・ラ行,命令k,へばる,ヘバリ,ヘバリ
和え	動詞,自立,*,*,一段,命令k,和える,アエ,アエ
巻き	動詞,自立,*,*,五段・カ行イ音便,命令k,巻く,マキ,マキ
道行き	動詞,自立,*,*,五段・カ行促音便ユク,命令k,道行く,ミチユキ,ミチユキ
けり	動詞,自立,*,*,五段・ラ行,命令k,ける,ケリ,ケリ
寝え	動詞,自立,*,*,一段,命令k,寝る,ネエ,ネー
ねえ	動詞,自立,*,*,一段,命令k,寝る,ネエ,ネー
すごみ	動詞,自立,*,*,五段・マ行,命令k,すごむ,スゴミ,スゴミ
めで	動詞,自立,*,*,一段,命令k,めでる,メデ,メデ
付き合い	動詞,自立,*,*,五段・ワ行促音便,命令k,付き合う,ツキアイ,ツキアイ
親しみ	動詞,自立,*,*,五段・マ行,命令k,親しむ,シタシミ,シタシミ
掘り	動詞,自立,*,*,五段・ラ行,命令k,掘る,ホリ,ホリ
やとい	動詞,自立,*,*,五段・ワ行促音便,命令k,やとう,ヤトイ,ヤトイ
漏らし	動詞,自立,*,*,五段・サ行,命令k,漏らす,モラシ,モラシ
卸し	動詞,自立,*,*,五段・サ行,命令k,卸す,オロシ,オロシ
均し	動詞,自立,*,*,五段・サ行,命令k,均す,ナラシ,ナラシ
打ち明け	動詞,自立,*,*,一段,命令k,打ち明ける,ウチアケ,ウチアケ
思し召し	動詞,自立,*,*,五段・サ行,命令k,思し召す,オボシメシ,オボシメシ
ありえ	動詞,自立,*,*,一段,命令k,ありえる,アリエ,アリエ
見合い	動詞,自立,*,*,五段・ワ行促音便,命令k,見合う,ミアイ,ミアイ
かなえ	動詞,自立,*,*,一段,命令k,かなえる,カナエ,カナエ
なげ	動詞,自立,*,*,一段,命令k,なげる,ナゲ,ナゲ
あてはめ	動詞,自立,*,*,一段,命令k,あてはめる,アテハメ,アテハメ
とべ	動詞,自立,*,*,一段,命令k,とべる,トベ,トベ
成り	動詞,自立,*,*,五段・ラ行,命令k,成る,ナリ,ナリ
慣れ	動詞,自立,*,*,一段,命令k,慣れる,ナレ,ナレ
ふっかけ	動詞,自立,*,*,一段,命令k,ふっかける,フッカケ,フッカケ
外せ	動詞,自立,*,*,一段,命令k,外せる,ハズセ,ハズセ
のっけ	動詞,自立,*,*,一段,命令k,のっける,ノッケ,ノッケ
どり	動詞,非自立,*,*,五段・ラ行,命令k,どる,ドリ,ドリ
例え	動詞,自立,*,*,一段,命令k,例える,タトエ,タトエ
動け	動詞,自立,*,*,一段,命令k,動ける,ウゴケ,ウゴケ
仕込み	動詞,自立,*,*,五段・マ行,命令k,仕込む,シコミ,シコミ
誘い	動詞,自立,*,*,五段・ワ行促音便,命令k,誘う,サソイ,サソイ
誘い	動詞,自立,*,*,五段・ワ行促音便,命令k,誘う,イザナイ,イザナイ
はじめ	動詞,自立,*,*,一段,命令k,はじめる,ハジメ,ハジメ
泊まり	動詞,自立,*,*,五段・ラ行,命令k,泊まる,トマリ,トマリ
探し	動詞,自立,*,*,五段・サ行,命令k,探す,サガシ,サガシ
閉じ	動詞,自立,*,*,一段,命令k,閉じる,トジ,トジ
ころし	動詞,自立,*,*,五段・サ行,命令k,ころす,コロシ,コロシ
つめ	動詞,自立,*,*,一段,命令k,つめる,ツメ,ツメ
遅れ	動詞,自立,*,*,一段,命令k,遅れる,オクレ,オクレ
揃い	動詞,自立,*,*,五段・ワ行促音便,命令k,揃う,ソロイ,ソロイ
投じ	動詞,自立,*,*,一段,命令k,投じる,トウジ,トージ
買い上げ	動詞,自立,*,*,一段,命令k,買い上げる,カイアゲ,カイアゲ
停め	動詞,自立,*,*,一段,命令k,停める,トメ,トメ
のぼり	動詞,自立,*,*,五段・ラ行,命令k,のぼる,ノボリ,ノボリ
酔っ払い	動詞,自立,*,*,五段・ワ行促音便,命令k,酔っ払う,ヨッパライ,ヨッパライ
むき出し	動詞,自立,*,*,五段・サ行,命令k,むき出す,ムキダシ,ムキダシ
とじ	動詞,自立,*,*,一段,命令k,とじる,トジ,トジ
着せ	動詞,自立,*,*,一段,命令k,着せる,キセ,キセ
紛れ	動詞,自立,*,*,一段,命令k,紛れる,マギレ,マギレ
着替え	動詞,自立,*,*,一段,命令k,着替える,キガエ,キガエ
いこい	動詞,自立,*,*,五段・ワ行ウ音便,命令k,いこう,イコイ,イコイ
支払い	動詞,自立,*,*,五段・ワ行促音便,命令k,支払う,シハライ,シハライ
含め	動詞,自立,*,*,一段,命令k,含める,フクメ,フクメ
かり	動詞,自立,*,*,一段,命令k,かりる,カリ,カリ
気に入り	動詞,自立,*,*,五段・ラ行,命令k,気に入る,キニイリ,キニイリ
ばり	動詞,自立,*,*,五段・ラ行,命令k,ばる,バリ,バリ
せおい	動詞,自立,*,*,五段・ワ行促音便,命令k,せおう,セオイ,セオイ
執り行い	動詞,自立,*,*,五段・ワ行促音便,命令k,執り行う,トリオコナイ,トリオコナイ
やり合い	動詞,自立,*,*,五段・ワ行促音便,命令k,やり合う,ヤリアイ,ヤリアイ
見守り	動詞,自立,*,*,五段・ラ行,命令k,見守る,ミマモリ,ミマモリ
ほり	動詞,自立,*,*,五段・ラ行,命令k,ほる,ホリ,ホリ
障り	動詞,自立,*,*,五段・ラ行,命令k,障る,サワリ,サワリ
待受け	動詞,自立,*,*,一段,命令k,待受ける,マチウケ,マチウケ
とおし	動詞,自立,*,*,五段・サ行,命令k,とおす,トオシ,トーシ
笑い	動詞,自立,*,*,五段・ワ行促音便,命令k,笑う,ワライ,ワライ
乗れ	動詞,自立,*,*,一段,命令k,乗れる,ノレ,ノレ
延び	動詞,自立,*,*,一段,命令k,延びる,ノビ,ノビ
いかし	動詞,自立,*,*,五段・サ行,命令k,いかす,イカシ,イカシ
混み	動詞,自立,*,*,五段・マ行,命令k,混む,コミ,コミ
揉め	動詞,自立,*,*,一段,命令k,揉める,モメ,モメ
当たり	動詞,自立,*,*,五段・ラ行,命令k,当たる,アタリ,アタリ
ならし	動詞,自立,*,*,五段・サ行,命令k,ならす,ナラシ,ナラシ
付き	動詞,自立,*,*,五段・カ行イ音便,命令k,付く,ツキ,ツキ
済ませ	動詞,自立,*,*,一段,命令k,済ませる,スマセ,スマセ
釣り	動詞,自立,*,*,五段・ラ行,命令k,釣る,ツリ,ツリ
駆けつけ	動詞,自立,*,*,一段,命令k,駆けつける,カケツケ,カケツケ
みなせ	動詞,自立,*,*,一段,命令k,みなせる,ミナセ,ミナセ
立ち	動詞,自立,*,*,五段・タ行,命令k,立つ,タチ,タチ
サボり	動詞,自立,*,*,五段・ラ行,命令k,サボる,サボリ,サボリ
割り振り	動詞,自立,*,*,五段・ラ行,命令k,割り振る,ワリフリ,ワリフリ
くるめ	動詞,自立,*,*,一段,命令k,くるめる,クルメ,クルメ
ついて行き	動詞,自立,*,*,五段・カ行促音便,命令k,ついて行く,ツイテイキ,ツイテイキ
吹かし	動詞,自立,*,*,五段・サ行,命令k,吹かす,フカシ,フカシ
はじ	動詞,自立,*,*,一段,命令k,はじる,ハジ,ハジ
こたえ	動詞,自立,*,*,一段,命令k,こたえる,コタエ,コタエ
たどり	動詞,自立,*,*,五段・ラ行,命令k,たどる,タドリ,タドリ
踊れ	動詞,自立,*,*,一段,命令k,踊れる,オドレ,オドレ
たせ	動詞,自立,*,*,一段,命令k,たせる,タセ,タセ
いわい	動詞,自立,*,*,五段・ワ行促音便,命令k,いわう,イワイ,イワイ
そびれ	動詞,非自立,*,*,一段,命令k,そびれる,ソビレ,ソビレ
溶け	動詞,自立,*,*,一段,命令k,溶ける,トケ,トケ
贈り	動詞,自立,*,*,五段・ラ行,命令k,贈る,オクリ,オクリ
もうけ	動詞,自立,*,*,一段,命令k,もうける,モウケ,モーケ
